timestamp,altitude,heading,vertical_speed,velocity,roll,pitch,yaw,g_force
2026-03-30T14:39:06.498+00:00,15.142640,106.301120,-0.415717,0.017089,-0.003078,-3.052094,121.656750,0.998578
2026-03-30T14:39:06.564+00:00,15.156633,106.301120,-0.368611,0.015297,-0.003071,-3.052296,121.656770,0.998586
2026-03-30T14:39:06.631+00:00,15.169271,106.301150,-0.325746,0.013646,-0.003068,-3.052497,121.656784,0.998565
2026-03-30T14:39:07.685+00:00,15.181051,106.301186,-0.285482,0.012075,-0.003073,-3.052680,121.656820,0.998568
2026-03-30T14:39:07.685+00:00,15.189163,106.301216,-0.257624,0.010975,-0.003078,-3.052798,121.656860,0.998577
2026-03-30T14:39:07.685+00:00,15.196150,106.301254,-0.233376,0.010014,-0.003082,-3.052495,121.656906,0.999090
2026-03-30T14:39:07.686+00:00,15.202512,106.301300,-0.210204,0.009128,-0.003084,-3.051311,121.656944,0.996930
2026-03-30T14:39:07.686+00:00,15.207994,106.301340,-0.190285,0.008355,-0.003086,-3.050937,121.656975,0.998368
2026-03-30T14:39:07.686+00:00,15.213030,106.301350,-0.172962,0.007637,-0.003086,-3.051057,121.656990,0.999472
2026-03-30T14:39:07.687+00:00,15.217720,106.301370,-0.157160,0.006960,-0.003087,-3.051081,121.657010,0.998884
2026-03-30T14:39:07.687+00:00,15.221839,106.301390,-0.142919,0.006359,-0.003087,-3.051122,121.657030,0.998362
2026-03-30T14:39:07.687+00:00,15.225618,106.301410,-0.129542,0.005802,-0.003089,-3.051359,121.657040,0.998499
2026-03-30T14:39:07.688+00:00,15.229085,106.301440,-0.117169,0.005286,-0.003101,-3.051640,121.657060,0.998646
2026-03-30T14:39:07.688+00:00,15.232175,106.301445,-0.106047,0.004821,-0.003116,-3.051817,121.657080,0.999827
2026-03-30T14:39:07.688+00:00,15.234979,106.301440,-0.095574,0.004396,-0.002644,-3.052038,121.657070,0.997229
2026-03-30T14:39:07.689+00:00,15.237378,106.301440,-0.086198,0.004029,-0.002278,-3.052402,121.657070,0.998989
2026-03-30T14:39:07.689+00:00,15.239755,106.301410,-0.076771,0.003664,-0.001804,-3.052805,121.657040,0.998615
2026-03-30T14:39:07.689+00:00,15.242255,106.301384,-0.066494,0.003276,-0.001306,-3.053196,121.657010,0.998345
2026-03-30T14:39:07.690+00:00,15.244298,106.301370,-0.058028,0.002958,-0.001090,-3.053436,121.657000,0.998445
2026-03-30T14:39:07.690+00:00,15.246064,106.301350,-0.050886,0.002681,-0.001083,-3.053501,121.657000,0.998532
2026-03-30T14:39:07.690+00:00,15.247480,106.301350,-0.045386,0.002458,-0.001161,-3.053445,121.657000,0.998553
2026-03-30T14:39:07.692+00:00,15.248786,106.301350,-0.040518,0.002250,-0.001254,-3.053363,121.656990,0.998580
2026-03-30T14:39:07.747+00:00,15.250061,106.301320,-0.035994,0.002048,-0.001332,-3.053306,121.656960,0.998615
2026-03-30T14:39:07.806+00:00,15.251278,106.301315,-0.031845,0.001853,-0.001378,-3.053294,121.656944,0.998628
2026-03-30T14:39:07.876+00:00,15.252405,106.301285,-0.028114,0.001672,-0.001398,-3.053323,121.656920,0.998598
2026-03-30T14:39:07.925+00:00,15.253295,106.301254,-0.025198,0.001528,-0.001402,-3.053374,121.656890,0.998587
2026-03-30T14:39:07.985+00:00,15.254118,106.301254,-0.022516,0.001394,-0.001401,-3.053429,121.656890,0.998574
2026-03-30T14:39:08.037+00:00,15.254953,106.301254,-0.019825,0.001258,-0.001401,-3.053484,121.656890,0.998570
2026-03-30T14:39:08.086+00:00,15.255655,106.301254,-0.017576,0.001143,-0.001401,-3.053521,121.656890,0.998566
2026-03-30T14:39:08.147+00:00,15.256341,106.301254,-0.015426,0.001030,-0.001400,-3.053549,121.656890,0.998580
2026-03-30T14:39:08.206+00:00,15.256934,106.301254,-0.013607,0.000932,-0.001386,-3.053574,121.656890,0.998577
2026-03-30T14:39:08.266+00:00,15.257425,106.301254,-0.012127,0.000850,-0.001372,-3.053597,121.656890,0.998574
2026-03-30T14:39:08.305+00:00,15.257863,106.301254,-0.010835,0.000777,-0.001363,-3.053621,121.656890,0.998581
2026-03-30T14:39:08.375+00:00,15.258330,106.301254,-0.009486,0.000699,-0.001357,-3.053647,121.656890,0.998581
2026-03-30T14:39:08.417+00:00,15.258730,106.301254,-0.008361,0.000632,-0.001356,-3.053671,121.656890,0.998595
2026-03-30T14:39:08.485+00:00,15.259082,106.301254,-0.007383,0.000573,-0.001366,-3.053697,121.656890,0.998580
2026-03-30T14:39:08.535+00:00,15.259405,106.301254,-0.006488,0.000518,-0.001379,-3.053727,121.656890,0.998576
2026-03-30T14:39:08.605+00:00,15.259725,106.301254,-0.005622,0.000465,-0.001388,-3.053755,121.656890,0.998576
2026-03-30T14:39:08.656+00:00,15.259984,106.301254,-0.004934,0.000421,-0.001391,-3.053778,121.656890,0.998577
2026-03-30T14:39:08.705+00:00,15.260210,106.301254,-0.004342,0.000382,-0.001389,-3.053792,121.656890,0.998574
2026-03-30T14:39:09.719+00:00,15.260416,106.301254,-0.003820,0.000347,-0.001386,-3.053803,121.656890,0.998577
2026-03-30T14:39:09.720+00:00,15.260614,106.301254,-0.003335,0.000313,-0.001383,-3.053815,121.656890,0.998578
2026-03-30T14:39:09.720+00:00,15.260785,106.301254,-0.002931,0.000283,-0.001381,-3.053828,121.656890,0.998584
2026-03-30T14:39:09.720+00:00,15.260931,106.301254,-0.002600,0.000258,-0.001381,-3.053838,121.656890,0.998580
2026-03-30T14:39:09.720+00:00,15.261086,106.301254,-0.002261,0.000232,-0.001381,-3.053850,121.656890,0.998578
2026-03-30T14:39:09.720+00:00,15.261212,106.301254,-0.001985,0.000210,-0.001381,-3.053862,121.656890,0.998579
2026-03-30T14:39:09.720+00:00,15.261342,106.301254,-0.001715,0.000188,-0.001382,-3.053876,121.656890,0.998580
2026-03-30T14:39:09.720+00:00,15.261442,106.301254,-0.001496,0.000169,-0.001379,-3.053888,121.656890,0.998584
2026-03-30T14:39:09.720+00:00,15.261538,106.301254,-0.001295,0.000153,-0.001365,-3.053901,121.656890,0.998578
2026-03-30T14:39:09.721+00:00,15.261620,106.301254,-0.001125,0.000138,-0.001350,-3.053916,121.656890,0.998577
2026-03-30T14:39:09.721+00:00,15.261694,106.301254,-0.000966,0.000125,-0.001341,-3.053928,121.656890,0.998577
2026-03-30T14:39:09.721+00:00,15.261767,106.301254,-0.000814,0.000112,-0.001338,-3.053939,121.656890,0.998578
2026-03-30T14:39:09.721+00:00,15.261833,106.301254,-0.000691,0.000101,-0.001340,-3.053946,121.656890,0.998577
2026-03-30T14:39:09.721+00:00,15.261896,106.301254,-0.000576,0.000090,-0.001343,-3.053953,121.656890,0.998580
2026-03-30T14:39:09.722+00:00,15.261952,106.301254,-0.000482,0.000080,-0.001345,-3.053959,121.656890,0.998579
2026-03-30T14:39:09.722+00:00,15.261999,106.301254,-0.000411,0.000072,-0.001347,-3.053964,121.656890,0.998582
2026-03-30T14:39:09.722+00:00,15.262037,106.301254,-0.000356,0.000066,-0.001347,-3.053968,121.656890,0.998580
2026-03-30T14:39:09.746+00:00,15.262077,106.301254,-0.000297,0.000059,-0.001347,-3.053974,121.656906,0.998579
2026-03-30T14:39:09.804+00:00,15.262112,106.301254,-0.000249,0.000053,-0.001347,-3.053981,121.656906,0.998579
2026-03-30T14:39:09.865+00:00,15.262140,106.301254,-0.000208,0.000047,-0.001347,-3.053987,121.656906,0.998580
2026-03-30T14:39:09.926+00:00,15.262172,106.301254,-0.000169,0.000042,-0.001348,-3.053992,121.656906,0.998576
2026-03-30T14:39:09.987+00:00,15.262197,106.301254,-0.000136,0.000037,-0.001348,-3.053998,121.656906,0.998579
2026-03-30T14:39:10.046+00:00,15.262218,106.301254,-0.000108,0.000033,-0.001348,-3.054002,121.656906,0.998581
2026-03-30T14:39:10.117+00:00,15.262239,106.301254,-0.000087,0.000030,-0.001347,-3.054007,121.656906,0.998579
2026-03-30T14:39:10.176+00:00,15.262251,106.301254,-0.000066,0.000026,-0.001350,-3.054011,121.656906,0.998587
2026-03-30T14:39:10.236+00:00,15.262263,106.301254,-0.000045,0.000024,-0.001363,-3.054017,121.656906,0.998576
2026-03-30T14:39:10.286+00:00,15.262281,106.301254,-0.000018,0.000021,-0.001378,-3.054028,121.656906,0.998576
2026-03-30T14:39:10.346+00:00,15.262292,106.301254,0.000006,0.000019,-0.001387,-3.054037,121.656906,0.998582
2026-03-30T14:39:10.405+00:00,15.262303,106.301254,0.000029,0.000017,-0.001389,-3.054041,121.656906,0.998577
2026-03-30T14:39:10.475+00:00,15.262312,106.301254,0.000047,0.000015,-0.001387,-3.054042,121.656906,0.998577
2026-03-30T14:39:10.527+00:00,15.262319,106.301254,0.000058,0.000014,-0.001384,-3.054043,121.656906,0.998579
2026-03-30T14:39:10.586+00:00,15.262328,106.301254,0.000063,0.000012,-0.001381,-3.054044,121.656906,0.998581
2026-03-30T14:39:10.647+00:00,15.262331,106.301254,0.000065,0.000011,-0.001380,-3.054046,121.656906,0.998579
2026-03-30T14:39:10.685+00:00,15.262341,106.301254,0.000066,0.000010,-0.001379,-3.054047,121.656906,0.998577
2026-03-30T14:39:10.747+00:00,15.262343,106.301254,0.000065,0.000009,-0.001379,-3.054050,121.656906,0.998580
2026-03-30T14:39:11.760+00:00,15.262343,106.301254,0.000065,0.000008,-0.001379,-3.054051,121.656906,0.998578
2026-03-30T14:39:11.760+00:00,15.262350,106.301254,0.000064,0.000007,-0.001379,-3.054053,121.656906,0.998580
2026-03-30T14:39:11.761+00:00,15.262356,106.301254,0.000064,0.000007,-0.001379,-3.054056,121.656906,0.998579
2026-03-30T14:39:11.761+00:00,15.262360,106.301254,0.000063,0.000006,-0.001379,-3.054058,121.656906,0.998580
2026-03-30T14:39:11.761+00:00,15.262365,106.301254,0.000061,0.000005,-0.001379,-3.054059,121.656906,0.998579
2026-03-30T14:39:11.762+00:00,15.262365,106.301254,0.000059,0.000005,-0.001380,-3.054060,121.656906,0.998580
2026-03-30T14:39:11.762+00:00,15.262368,106.301254,0.000058,0.000004,-0.001380,-3.054062,121.656906,0.998581
2026-03-30T14:39:11.762+00:00,15.262375,106.301254,0.000058,0.000004,-0.001386,-3.054064,121.656906,0.998582
2026-03-30T14:39:11.762+00:00,15.262380,106.301254,0.000066,0.000004,-0.001402,-3.054070,121.656906,0.998576
2026-03-30T14:39:11.763+00:00,15.262382,106.301254,0.000079,0.000003,-0.001415,-3.054078,121.656906,0.998578
2026-03-30T14:39:11.763+00:00,15.262384,106.301254,0.000093,0.000003,-0.001422,-3.054083,121.656906,0.998578
2026-03-30T14:39:11.764+00:00,15.262384,106.301254,0.000108,0.000002,-0.001422,-3.054084,121.656906,0.998577
2026-03-30T14:39:11.764+00:00,15.262384,106.301254,0.000115,0.000002,-0.001419,-3.054084,121.656906,0.998578
2026-03-30T14:39:11.764+00:00,15.262384,106.301254,0.000115,0.000002,-0.001416,-3.054083,121.656906,0.998581
2026-03-30T14:39:11.765+00:00,15.262384,106.301254,0.000111,0.000002,-0.001414,-3.054083,121.656906,0.998581
2026-03-30T14:39:11.765+00:00,15.262387,106.301254,0.000107,0.000002,-0.001414,-3.054084,121.656906,0.998580
2026-03-30T14:39:11.767+00:00,15.262387,106.301254,0.000102,0.000001,-0.001413,-3.054085,121.656906,0.998579
2026-03-30T14:39:11.836+00:00,15.262387,106.301254,0.000096,0.000001,-0.001412,-3.054086,121.656906,0.998580
2026-03-30T14:39:11.908+00:00,15.262394,106.301254,0.000091,0.000001,-0.001412,-3.054086,121.656906,0.998578
2026-03-30T14:39:11.976+00:00,15.262395,106.301254,0.000086,0.000001,-0.001412,-3.054086,121.656906,0.998581
2026-03-30T14:39:12.037+00:00,15.262392,106.301254,0.000080,0.000001,-0.001413,-3.054086,121.656906,0.998580
2026-03-30T14:39:12.116+00:00,15.262395,106.301254,0.000074,0.000001,-0.001413,-3.054088,121.656906,0.998581
2026-03-30T14:39:12.177+00:00,15.262399,106.301254,0.000069,0.000001,-0.001413,-3.054088,121.656906,0.998590
2026-03-30T14:39:12.245+00:00,15.262399,106.301254,0.000072,0.000001,-0.001398,-3.054093,121.656906,0.998574
2026-03-30T14:39:12.306+00:00,15.262397,106.301254,0.000082,0.000000,-0.001382,-3.054101,121.656906,0.998579
2026-03-30T14:39:12.345+00:00,15.262397,106.301254,0.000090,0.000000,-0.001373,-3.054107,121.656906,0.998579
2026-03-30T14:39:12.405+00:00,15.262400,106.301254,0.000098,0.000000,-0.001371,-3.054108,121.656906,0.998578
2026-03-30T14:39:12.466+00:00,15.262400,106.301254,0.000104,0.000000,-0.001373,-3.054107,121.656906,0.998577
2026-03-30T14:39:12.515+00:00,15.262400,106.301254,0.000106,0.000000,-0.001375,-3.054106,121.656906,0.998579
2026-03-30T14:39:12.566+00:00,15.262400,106.301254,0.000104,0.000000,-0.001378,-3.054104,121.656906,0.998581
2026-03-30T14:39:12.627+00:00,15.262397,106.301254,0.000100,0.000000,-0.001379,-3.054103,121.656906,0.998579
2026-03-30T14:39:12.686+00:00,15.262397,106.301254,0.000095,0.000000,-0.001379,-3.054103,121.656906,0.998578
2026-03-30T14:39:12.737+00:00,15.262400,106.301254,0.000090,0.000000,-0.001380,-3.054103,121.656906,0.998580
2026-03-30T14:39:13.788+00:00,15.262400,106.301254,0.000085,0.000000,-0.001379,-3.054104,121.656906,0.998580
2026-03-30T14:39:13.788+00:00,15.262406,106.301254,0.000081,0.000000,-0.001379,-3.054104,121.656906,0.998579
2026-03-30T14:39:13.789+00:00,15.262409,106.301254,0.000076,0.000000,-0.001379,-3.054105,121.656906,0.998579
2026-03-30T14:39:13.789+00:00,15.262409,106.301254,0.000073,0.000000,-0.001380,-3.054106,121.656906,0.998578
2026-03-30T14:39:13.789+00:00,15.262409,106.301254,0.000069,0.000000,-0.001380,-3.054106,121.656906,0.998578
2026-03-30T14:39:13.789+00:00,15.262412,106.301254,0.000066,0.000000,-0.001380,-3.054106,121.656906,0.998577
2026-03-30T14:39:13.790+00:00,15.262412,106.301254,0.000062,0.000000,-0.001379,-3.054105,121.656906,0.998581
2026-03-30T14:39:13.790+00:00,15.262412,106.301254,0.000058,0.000000,-0.001377,-3.054105,121.656906,0.998587
2026-03-30T14:39:13.790+00:00,15.262409,106.301254,0.000060,0.000000,-0.001364,-3.054108,121.656906,0.998577
2026-03-30T14:39:13.790+00:00,15.262409,106.301254,0.000069,0.000000,-0.001349,-3.054115,121.656906,0.998578
2026-03-30T14:39:13.790+00:00,15.262416,106.301254,0.000080,0.000000,-0.001340,-3.054121,121.656906,0.998578
2026-03-30T14:39:13.790+00:00,15.262416,106.301254,0.000091,0.000000,-0.001337,-3.054124,121.656906,0.998578
2026-03-30T14:39:13.791+00:00,15.262416,106.301254,0.000102,0.000000,-0.001339,-3.054123,121.656906,0.998575
2026-03-30T14:39:13.791+00:00,15.262416,106.301254,0.000107,0.000000,-0.001341,-3.054122,121.656906,0.998581
2026-03-30T14:39:13.791+00:00,15.262416,106.301254,0.000107,0.000000,-0.001344,-3.054120,121.656906,0.998580
2026-03-30T14:39:13.791+00:00,15.262416,106.301254,0.000104,0.000000,-0.001345,-3.054118,121.656906,0.998579
2026-03-30T14:39:13.791+00:00,15.262416,106.301254,0.000100,0.000000,-0.001346,-3.054118,121.656906,0.998579
2026-03-30T14:39:13.791+00:00,15.262416,106.301254,0.000095,0.000000,-0.001346,-3.054119,121.656906,0.998581
2026-03-30T14:39:13.795+00:00,15.262416,106.301254,0.000090,0.000000,-0.001346,-3.054120,121.656906,0.998579
2026-03-30T14:39:13.864+00:00,15.262422,106.301254,0.000086,0.000000,-0.001346,-3.054120,121.656906,0.998578
2026-03-30T14:39:13.925+00:00,15.262422,106.301254,0.000082,0.000000,-0.001346,-3.054120,121.656906,0.998578
2026-03-30T14:39:13.986+00:00,15.262422,106.301254,0.000078,0.000000,-0.001346,-3.054120,121.656906,0.998579
2026-03-30T14:39:14.046+00:00,15.262424,106.301254,0.000073,0.000000,-0.001346,-3.054120,121.656906,0.998580
2026-03-30T14:39:14.107+00:00,15.262424,106.301254,0.000068,0.000000,-0.001346,-3.054121,121.656906,0.998579
2026-03-30T14:39:14.177+00:00,15.262428,106.301254,0.000064,0.000000,-0.001347,-3.054121,121.656906,0.998592
2026-03-30T14:39:14.235+00:00,15.262428,106.301254,0.000066,0.000000,-0.001360,-3.054125,121.656906,0.998577
2026-03-30T14:39:14.297+00:00,15.262424,106.301254,0.000076,0.000000,-0.001375,-3.054131,121.656906,0.998575
2026-03-30T14:39:14.357+00:00,15.262424,106.301254,0.000088,0.000000,-0.001385,-3.054135,121.656906,0.998575
2026-03-30T14:39:14.415+00:00,15.262422,106.301254,0.000100,0.000000,-0.001388,-3.054137,121.656906,0.998579
2026-03-30T14:39:14.475+00:00,15.262422,106.301254,0.000107,0.000000,-0.001387,-3.054137,121.656906,0.998578
2026-03-30T14:39:14.526+00:00,15.262422,106.301254,0.000112,0.000000,-0.001384,-3.054135,121.656906,0.998578
2026-03-30T14:39:14.586+00:00,15.262424,106.301254,0.000112,0.000000,-0.001382,-3.054134,121.656906,0.998580
2026-03-30T14:39:14.636+00:00,15.262424,106.301254,0.000109,0.000000,-0.001380,-3.054131,121.656906,0.998580
2026-03-30T14:39:14.696+00:00,15.262424,106.301254,0.000104,0.000000,-0.001380,-3.054130,121.656906,0.998580
2026-03-30T14:39:14.746+00:00,15.262424,106.301254,0.000098,0.000000,-0.001380,-3.054130,121.656906,0.998580
2026-03-30T14:39:14.807+00:00,15.262422,106.301254,0.000092,0.000000,-0.001380,-3.054131,121.656906,0.998581
2026-03-30T14:39:15.823+00:00,15.262422,106.301254,0.000086,0.000000,-0.001380,-3.054131,121.656906,0.998577
2026-03-30T14:39:15.826+00:00,15.262424,106.301254,0.000082,0.000000,-0.001380,-3.054131,121.656906,0.998579
2026-03-30T14:39:15.827+00:00,15.262426,106.301254,0.000077,0.000000,-0.001380,-3.054133,121.656906,0.998584
2026-03-30T14:39:15.827+00:00,15.262424,106.301254,0.000073,0.000000,-0.001380,-3.054132,121.656906,0.998577
2026-03-30T14:39:15.827+00:00,15.262424,106.301254,0.000069,0.000000,-0.001380,-3.054132,121.656906,0.998580
2026-03-30T14:39:15.828+00:00,15.262424,106.301254,0.000064,0.000000,-0.001379,-3.054133,121.656906,0.998582
2026-03-30T14:39:15.828+00:00,15.262424,106.301254,0.000061,0.000000,-0.001383,-3.054133,121.656906,0.998583
2026-03-30T14:39:15.829+00:00,15.262424,106.301254,0.000069,0.000000,-0.001400,-3.054138,121.656906,0.998576
2026-03-30T14:39:15.829+00:00,15.262424,106.301254,0.000083,0.000000,-0.001415,-3.054146,121.656906,0.998576
2026-03-30T14:39:15.829+00:00,15.262424,106.301254,0.000097,0.000000,-0.001422,-3.054151,121.656906,0.998577
2026-03-30T14:39:15.829+00:00,15.262424,106.301254,0.000108,0.000000,-0.001422,-3.054150,121.656906,0.998577
2026-03-30T14:39:15.830+00:00,15.262424,106.301254,0.000113,0.000000,-0.001420,-3.054148,121.656906,0.998578
2026-03-30T14:39:15.830+00:00,15.262426,106.301254,0.000114,0.000000,-0.001417,-3.054145,121.656906,0.998584
2026-03-30T14:39:15.830+00:00,15.262426,106.301254,0.000109,0.000000,-0.001414,-3.054144,121.656906,0.998578
2026-03-30T14:39:15.831+00:00,15.262424,106.301254,0.000102,0.000000,-0.001413,-3.054143,121.656906,0.998580
2026-03-30T14:39:15.831+00:00,15.262426,106.301254,0.000096,0.000000,-0.001413,-3.054144,121.656906,0.998578
2026-03-30T14:39:15.856+00:00,15.262426,106.301254,0.000090,0.000000,-0.001414,-3.054144,121.656906,0.998578
2026-03-30T14:39:15.926+00:00,15.262426,106.301254,0.000084,0.000000,-0.001413,-3.054144,121.656906,0.998577
2026-03-30T14:39:15.994+00:00,15.262429,106.301254,0.000078,0.000000,-0.001413,-3.054144,121.656906,0.998583
2026-03-30T14:39:16.056+00:00,15.262429,106.301254,0.000073,0.000000,-0.001413,-3.054144,121.656906,0.998577
2026-03-30T14:39:16.116+00:00,15.262433,106.301254,0.000068,0.000000,-0.001413,-3.054145,121.656906,0.998583
